time,radial_alignment,rms_bead_displacement,stretch_energy,bend_energy,max_bead_speed
6.96,0.4756992777419086,0.20516143483414084,0.03684360561183821,0.04719464870386512,0.07914217713844336
7.0,0.47670710102349567,0.20637882354575482,0.03725871437787566,0.04770698394736447,0.07903116977374446
7.04,0.4777133495316641,0.20759543082381268,0.03768086206858927,0.04822041380908943,0.0789192249697872
7.08,0.47871800416686905,0.20881124979496024,0.03811008578996239,0.0487348983642768,0.07880635511946167
7.12,0.4797210461341958,0.2100262736420231,0.03854642122807604,0.04925039772209561,0.07869257270183985
7.16,0.4807224569444337,0.21124049560477232,0.038989902652641434,0.0497668720354463,0.07857789027753032
7.2,0.48172221841503543,0.21245390898066782,0.03944056292103934,0.05028428151067066,0.0784623204840538
7.24,0.48272031267096077,0.21366650712557603,0.03989843348285353,0.0508025864171651,0.07834587603122962
7.28,0.4837167221454075,0.21487828345446494,0.04036354438490229,0.051321747096893924,0.07822856969658537
7.32,0.48471142958043073,0.21608923144207473,0.04083592427675348,0.051841723973798944,0.07811041432078923
7.36,0.4857044180274478,0.21729934462356482,0.04131560041672955,0.052362477563098156,0.07799142280310321
7.4,0.48669567084763565,0.21850861659513657,0.0418025986783868,0.05288396848047288,0.07787160809686876
7.44,0.48768517171221815,0.2197170410146333,0.04229694355746551,0.05340615745113623,0.07775098320501851
7.48,0.48867290460264456,0.2209246116021153,0.0427986581793061,0.05392900531878001,0.07762956117562111
7.5200000000000005,0.48965885381066293,0.22213132214041265,0.043307764306723895,0.054452473054397064,0.07750735509745924
7.5600000000000005,0.4906430039382872,0.22333716647565374,0.04382428234833234,0.05497652176497358,0.07738437809564434
7.6000000000000005,0.4916253398976614,0.2245421385177707,0.04434823136730793,0.05550111270204969,0.07726064332727167
7.640000000000001,0.4926058469108213,0.22574623224098156,0.04487962909059069,0.0560262072701434,0.07713616397711205
7.68,0.4935845105093554,0.22694944168424908,0.04541849191851023,0.056551767035035574,0.07701095325334925
7.72,0.4945613165339659,0.2281517609517171,0.04596483493482642,0.0570777537319128,0.07688502438336234
7.76,0.4955362511339346,0.2293531842131234,0.04651867191717644,0.057604129273364925,0.07675839060955117
7.8,0.4965093007664896,0.23055370570419031,0.047080015347922256,0.05813085575723422,0.07663106518521319
7.84,0.49748045219608117,0.2317533197269925,0.04764887642538277,0.05865789547431465,0.0765030613704688
7.88,0.49844969249356325,0.23295202065030265,0.0482252650754442,0.059185210915897464,0.07637439242823842
7.92,0.49941700903528446,0.23414980290991427,0.04880918996354122,0.05971276478116166,0.07624507162027493
7.96,0.5003823895020917,0.23534666100894383,0.04940065850698728,0.06024051998440753,0.0761151122032469
8.0,0.5013458218782448,0.23654258951810916,0.0499996768876587,0.06076843966212921,0.07598452742488371
